experiment,agent_type,reward_type,allow_short,asset,seed,total_return,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio
risk_adjusted,baseline,risk_adjusted,False,BTC/USDT,42,-0.00014690328653776952,-0.23360869194686573,-0.23207687240948774,0.0010365963544982648,-0.4346120791849598
risk_adjusted_short,baseline,risk_adjusted,True,BTC/USDT,42,-0.0009718612343511124,-0.790307102683972,-1.1324213840383133,0.002868561922384494,-1.0381248893684247
