period,strategy,total_return,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio
2024,Top-3 Baseline Ensemble,0.8826561817698151,2.6274300774641044,4.686535295925483,0.12229284023894371,8.114979232091365
2024,Top-3 Embeddings Ensemble,0.7476806819965292,2.3405071589739554,3.5849683850879797,0.09808718397290905,8.536069184801553
2024,Top-5 Baseline Ensemble,0.7821354482686815,2.4310924947417245,4.2497365142991415,0.11943571100424999,7.341007607644327
2024,Single Best,1.0026360634949052,2.2890094849837266,2.8802926632121113,0.15238323192022818,7.422969101730708
2024,Buy & Hold,1.11808404567272,1.6796834699746819,2.7646786424764014,0.2615137505386772,4.275431190022102
